""	"sequence"	"support"
"88"	"<{101237}>"	0.0238095238095238
"89"	"<{10124}>"	0.0595238095238095
"90"	"<{101245}>"	0.0357142857142857
"91"	"<{101252}>"	0.0238095238095238
"92"	"<{10129}>"	0.0833333333333333
"93"	"<{101300}>"	0.0297619047619048
"94"	"<{10131}>"	0.0297619047619048
"95"	"<{101317}>"	0.0238095238095238
"96"	"<{10132}>"	0.0297619047619048
"97"	"<{101338}>"	0.0297619047619048
"98"	"<{10134}>"	0.0476190476190476
"99"	"<{10136}>"	0.0535714285714286
"100"	"<{101360}>"	0.0238095238095238
"101"	"<{10138}>"	0.0238095238095238
"102"	"<{101381}>"	0.0238095238095238
"103"	"<{10142}>"	0.101190476190476
"104"	"<{10144}>"	0.130952380952381
"105"	"<{10145}>"	0.0297619047619048
"106"	"<{10146}>"	0.0238095238095238
"107"	"<{101485}>"	0.0238095238095238
"108"	"<{1015}>"	0.0297619047619048
"109"	"<{10150}>"	0.0952380952380952
"110"	"<{101524}>"	0.0297619047619048
"111"	"<{10153}>"	0.136904761904762
"112"	"<{101534}>"	0.0238095238095238
"113"	"<{101557}>"	0.0238095238095238
"114"	"<{101578}>"	0.0238095238095238
"115"	"<{10159}>"	0.0416666666666667
"116"	"<{10160}>"	0.0595238095238095
"117"	"<{101602}>"	0.0297619047619048
"118"	"<{101642}>"	0.0357142857142857
"119"	"<{101646}>"	0.0297619047619048
"120"	"<{101666}>"	0.0416666666666667
"121"	"<{10167}>"	0.0535714285714286
"122"	"<{101675}>"	0.0357142857142857
"123"	"<{10169}>"	0.0595238095238095
"124"	"<{1017}>"	0.119047619047619
"125"	"<{10173}>"	0.160714285714286
"126"	"<{101738}>"	0.0238095238095238
"127"	"<{10177}>"	0.0297619047619048
"128"	"<{101795}>"	0.0416666666666667
"129"	"<{101816}>"	0.0416666666666667
"130"	"<{101818}>"	0.0476190476190476
"131"	"<{10184}>"	0.0595238095238095
"132"	"<{10186}>"	0.0535714285714286
"133"	"<{10188}>"	0.148809523809524
"134"	"<{101885}>"	0.0238095238095238
"135"	"<{101887}>"	0.0238095238095238
"136"	"<{1019}>"	0.0535714285714286
"137"	"<{101931}>"	0.0238095238095238
"138"	"<{10195}>"	0.0595238095238095
"139"	"<{10197}>"	0.0773809523809524
"140"	"<{101982}>"	0.0238095238095238
"141"	"<{10202}>"	0.0238095238095238
"142"	"<{102035}>"	0.0297619047619048
"143"	"<{1021}>"	0.0595238095238095
"144"	"<{102101}>"	0.0357142857142857
"145"	"<{10214}>"	0.0892857142857143
"146"	"<{10216}>"	0.0595238095238095
"147"	"<{10218}>"	0.0416666666666667
"148"	"<{102189}>"	0.0595238095238095
"149"	"<{1022}>"	0.0416666666666667
"150"	"<{102210}>"	0.0238095238095238
"151"	"<{102212}>"	0.0238095238095238
"152"	"<{10223}>"	0.0416666666666667
"153"	"<{10224}>"	0.0357142857142857
"154"	"<{102250}>"	0.0238095238095238
"155"	"<{10227}>"	0.0297619047619048
"156"	"<{102321}>"	0.0297619047619048
"157"	"<{10235}>"	0.0773809523809524
"158"	"<{102361}>"	0.0297619047619048
"159"	"<{102409}>"	0.0297619047619048
"160"	"<{10243}>"	0.0892857142857143
"161"	"<{10244}>"	0.0892857142857143
"162"	"<{10249}>"	0.113095238095238
"163"	"<{10250}>"	0.0714285714285714
"164"	"<{102512}>"	0.0297619047619048
"165"	"<{102539}>"	0.0238095238095238
"166"	"<{102561}>"	0.0357142857142857
"167"	"<{102580}>"	0.0476190476190476
"168"	"<{102640}>"	0.0238095238095238
"169"	"<{10265}>"	0.172619047619048
"170"	"<{102676}>"	0.0238095238095238
"171"	"<{10269}>"	0.0297619047619048
"172"	"<{10270}>"	0.125
"173"	"<{102719}>"	0.0238095238095238
"174"	"<{102741}>"	0.0238095238095238
"175"	"<{102746}>"	0.0297619047619048
"176"	"<{102748}>"	0.0476190476190476
"177"	"<{10276}>"	0.0238095238095238
"178"	"<{10280}>"	0.148809523809524
"179"	"<{102819}>"	0.0297619047619048
"180"	"<{102829}>"	0.0297619047619048
"181"	"<{10283}>"	0.0595238095238095
"182"	"<{102846}>"	0.0238095238095238
"183"	"<{10285}>"	0.119047619047619
"184"	"<{102864}>"	0.0297619047619048
"185"	"<{103018}>"	0.0238095238095238
"186"	"<{103040}>"	0.0416666666666667
"187"	"<{103083}>"	0.0357142857142857
"188"	"<{103085}>"	0.0297619047619048
"189"	"<{103091}>"	0.0476190476190476
"190"	"<{10310}>"	0.166666666666667
"191"	"<{10314}>"	0.0357142857142857
"192"	"<{103143}>"	0.0297619047619048
"193"	"<{10318}>"	0.0238095238095238
"194"	"<{103187}>"	0.0238095238095238
"195"	"<{1032}>"	0.273809523809524
"196"	"<{103272}>"	0.0238095238095238
"197"	"<{103275}>"	0.0297619047619048
"198"	"<{103282}>"	0.0238095238095238
"199"	"<{103290}>"	0.0773809523809524
"200"	"<{1033}>"	0.0416666666666667
"201"	"<{10330}>"	0.0357142857142857
"202"	"<{10334}>"	0.0238095238095238
"203"	"<{1034}>"	0.0238095238095238
"204"	"<{10341}>"	0.0297619047619048
"205"	"<{103412}>"	0.0238095238095238
"206"	"<{103419}>"	0.0416666666666667
"207"	"<{10342}>"	0.0238095238095238
"208"	"<{103425}>"	0.0238095238095238
"209"	"<{103427}>"	0.0416666666666667
"210"	"<{10343}>"	0.285714285714286
"211"	"<{10349}>"	0.0654761904761905
"212"	"<{103491}>"	0.0238095238095238
"213"	"<{10354}>"	0.0535714285714286
"214"	"<{10355}>"	0.0357142857142857
"215"	"<{103559}>"	0.0238095238095238
"216"	"<{10356}>"	0.303571428571429
"217"	"<{10357}>"	0.0595238095238095
"218"	"<{103572}>"	0.0416666666666667
"219"	"<{103592}>"	0.0238095238095238
"220"	"<{103602}>"	0.0238095238095238
"221"	"<{103608}>"	0.0238095238095238
"222"	"<{10363}>"	0.0833333333333333
"223"	"<{103688}>"	0.0238095238095238
"224"	"<{10369}>"	0.0297619047619048
"225"	"<{10370}>"	0.0714285714285714
"226"	"<{103704}>"	0.0238095238095238
"227"	"<{10372}>"	0.0476190476190476
"228"	"<{10373}>"	0.0714285714285714
"229"	"<{103754}>"	0.0297619047619048
"230"	"<{103779}>"	0.0238095238095238
"231"	"<{10382}>"	0.0238095238095238
"232"	"<{103828}>"	0.0238095238095238
"233"	"<{10383}>"	0.0833333333333333
"234"	"<{103853}>"	0.0595238095238095
"235"	"<{103872}>"	0.0238095238095238
"236"	"<{103898}>"	0.0416666666666667
"237"	"<{10391}>"	0.0714285714285714
"238"	"<{103910}>"	0.0238095238095238
"239"	"<{10392}>"	0.130952380952381
"240"	"<{10394}>"	0.0357142857142857
"241"	"<{103941}>"	0.0892857142857143
"242"	"<{104006}>"	0.0357142857142857
"243"	"<{104013}>"	0.0238095238095238
"244"	"<{104024}>"	0.0238095238095238
"245"	"<{104041}>"	0.0238095238095238
"246"	"<{104070}>"	0.0297619047619048
"247"	"<{10418}>"	0.0654761904761905
"248"	"<{104185}>"	0.0297619047619048
"249"	"<{10421}>"	0.0714285714285714
"250"	"<{104293}>"	0.0297619047619048
"251"	"<{1043}>"	0.0357142857142857
"252"	"<{104308}>"	0.0714285714285714
"253"	"<{10436}>"	0.0654761904761905
"254"	"<{104360}>"	0.0238095238095238
"255"	"<{104372}>"	0.0297619047619048
"256"	"<{104381}>"	0.0238095238095238
"257"	"<{104394}>"	0.0238095238095238
"258"	"<{104408}>"	0.0476190476190476
"259"	"<{10441}>"	0.0357142857142857
"260"	"<{10442}>"	0.0654761904761905
"261"	"<{104426}>"	0.0238095238095238
"262"	"<{104477}>"	0.0238095238095238
"263"	"<{104480}>"	0.0476190476190476
"264"	"<{104488}>"	0.0476190476190476
"265"	"<{1045}>"	0.172619047619048
"266"	"<{104506}>"	0.0357142857142857
"267"	"<{104511}>"	0.0238095238095238
"268"	"<{104517}>"	0.0238095238095238
"269"	"<{10452}>"	0.0773809523809524
"270"	"<{104535}>"	0.0238095238095238
"271"	"<{10455}>"	0.0238095238095238
"272"	"<{10456}>"	0.0535714285714286
"273"	"<{10458}>"	0.125
"274"	"<{104609}>"	0.0357142857142857
"275"	"<{104651}>"	0.0297619047619048
"276"	"<{104653}>"	0.0297619047619048
"277"	"<{104677}>"	0.0297619047619048
"278"	"<{10471}>"	0.0833333333333333
"279"	"<{104711}>"	0.0238095238095238
"280"	"<{104726}>"	0.0238095238095238
"281"	"<{10475}>"	0.113095238095238
"282"	"<{10477}>"	0.0714285714285714
"283"	"<{10478}>"	0.0654761904761905
"284"	"<{104806}>"	0.0297619047619048
"285"	"<{104807}>"	0.0238095238095238
"286"	"<{104827}>"	0.0297619047619048
"287"	"<{104869}>"	0.0595238095238095
"288"	"<{104885}>"	0.0297619047619048
"289"	"<{10489}>"	0.0416666666666667
"290"	"<{104913}>"	0.0238095238095238
"291"	"<{104923}>"	0.0238095238095238
"292"	"<{10498}>"	0.0595238095238095
"293"	"<{10499}>"	0.107142857142857
"294"	"<{10507}>"	0.0773809523809524
"295"	"<{105099}>"	0.0238095238095238
"296"	"<{105104}>"	0.0297619047619048
"297"	"<{105107}>"	0.0238095238095238
"298"	"<{105142}>"	0.0357142857142857
"299"	"<{10515}>"	0.0892857142857143
"300"	"<{105230}>"	0.0297619047619048
"301"	"<{10526}>"	0.208333333333333
"302"	"<{105269}>"	0.0238095238095238
"303"	"<{10529}>"	0.196428571428571
"304"	"<{105314}>"	0.0238095238095238
"305"	"<{10533}>"	0.0357142857142857
"306"	"<{105345}>"	0.0416666666666667
"307"	"<{105358}>"	0.0297619047619048
"308"	"<{105376}>"	0.0238095238095238
"309"	"<{1054}>"	0.0476190476190476
"310"	"<{105496}>"	0.0238095238095238
"311"	"<{10551}>"	0.0773809523809524
"312"	"<{105510}>"	0.0654761904761905
"313"	"<{10554}>"	0.0238095238095238
"314"	"<{105551}>"	0.0357142857142857
"315"	"<{10557}>"	0.0714285714285714
"316"	"<{10558}>"	0.0535714285714286
"317"	"<{105593}>"	0.0238095238095238
"318"	"<{10561}>"	0.101190476190476
"319"	"<{105663}>"	0.0297619047619048
"320"	"<{1057}>"	0.0238095238095238
"321"	"<{105703}>"	0.0357142857142857
"322"	"<{10571}>"	0.0238095238095238
"323"	"<{105719}>"	0.0535714285714286
"324"	"<{105756}>"	0.0238095238095238
"325"	"<{10581}>"	0.0238095238095238
"326"	"<{105827}>"	0.0297619047619048
"327"	"<{105849}>"	0.0297619047619048
"328"	"<{10588}>"	0.0297619047619048
"329"	"<{105897}>"	0.0357142857142857
"330"	"<{10591}>"	0.0714285714285714
"331"	"<{105911}>"	0.0238095238095238
"332"	"<{105936}>"	0.0297619047619048
"333"	"<{10595}>"	0.0892857142857143
"334"	"<{105980}>"	0.0297619047619048
"335"	"<{10600}>"	0.0654761904761905
"336"	"<{10602}>"	0.0416666666666667
"337"	"<{106040}>"	0.0357142857142857
"338"	"<{106049}>"	0.0416666666666667
"339"	"<{10605}>"	0.0595238095238095
"340"	"<{106066}>"	0.0238095238095238
"341"	"<{10607}>"	0.0476190476190476
"342"	"<{10608}>"	0.142857142857143
"343"	"<{106095}>"	0.0297619047619048
"344"	"<{1061}>"	0.166666666666667
"345"	"<{106109}>"	0.0238095238095238
"346"	"<{106131}>"	0.0238095238095238
"347"	"<{106148}>"	0.0238095238095238
"348"	"<{106205}>"	0.0297619047619048
"349"	"<{106212}>"	0.0238095238095238
"350"	"<{106245}>"	0.0297619047619048
"351"	"<{10627}>"	0.0238095238095238
"352"	"<{106289}>"	0.0357142857142857
"353"	"<{10631}>"	0.130952380952381
"354"	"<{106397}>"	0.0416666666666667
"355"	"<{10642}>"	0.0238095238095238
"356"	"<{106422}>"	0.0535714285714286
"357"	"<{106449}>"	0.0357142857142857
"358"	"<{10651}>"	0.0297619047619048
"359"	"<{10654}>"	0.0238095238095238
"360"	"<{10656}>"	0.0238095238095238
"361"	"<{106582}>"	0.0297619047619048
"362"	"<{10659}>"	0.0416666666666667
"363"	"<{1066}>"	0.0297619047619048
"364"	"<{106605}>"	0.0357142857142857
"365"	"<{106619}>"	0.0297619047619048
"366"	"<{10668}>"	0.0297619047619048
"367"	"<{10673}>"	0.0297619047619048
"368"	"<{10677}>"	0.0535714285714286
"369"	"<{106775}>"	0.0297619047619048
"370"	"<{10678}>"	0.0416666666666667
"371"	"<{106789}>"	0.0476190476190476
"372"	"<{10679}>"	0.0714285714285714
"373"	"<{10682}>"	0.0297619047619048
"374"	"<{10683}>"	0.0297619047619048
"375"	"<{106870}>"	0.0238095238095238
"376"	"<{1069}>"	0.261904761904762
"377"	"<{10692}>"	0.0714285714285714
"378"	"<{106928}>"	0.0535714285714286
"379"	"<{106929}>"	0.0357142857142857
"380"	"<{10694}>"	0.0654761904761905
"381"	"<{106948}>"	0.0297619047619048
"382"	"<{106953}>"	0.0297619047619048
"383"	"<{106974}>"	0.0238095238095238
"384"	"<{10699}>"	0.0238095238095238
"385"	"<{1070}>"	0.0535714285714286
"386"	"<{107003}>"	0.0238095238095238
"387"	"<{10702}>"	0.0238095238095238
"388"	"<{107020}>"	0.0416666666666667
"389"	"<{107021}>"	0.0297619047619048
"390"	"<{107032}>"	0.0297619047619048
"391"	"<{10705}>"	0.0238095238095238
"392"	"<{10706}>"	0.0238095238095238
"393"	"<{10707}>"	0.113095238095238
"394"	"<{107103}>"	0.0238095238095238
"395"	"<{10711}>"	0.101190476190476
"396"	"<{107121}>"	0.0297619047619048
"397"	"<{10714}>"	0.0297619047619048
"398"	"<{107144}>"	0.0238095238095238
"399"	"<{10718}>"	0.119047619047619
"400"	"<{10719}>"	0.101190476190476
"401"	"<{107198}>"	0.0476190476190476
"402"	"<{107202}>"	0.0238095238095238
"403"	"<{10722}>"	0.166666666666667
"404"	"<{107240}>"	0.0297619047619048
"405"	"<{10727}>"	0.0238095238095238
"406"	"<{10728}>"	0.0714285714285714
"407"	"<{107289}>"	0.0238095238095238
"408"	"<{107352}>"	0.0238095238095238
"409"	"<{107359}>"	0.0238095238095238
"410"	"<{107375}>"	0.0297619047619048
"411"	"<{10745}>"	0.255952380952381
"412"	"<{10746}>"	0.0476190476190476
"413"	"<{10748}>"	0.0892857142857143
"414"	"<{107484}>"	0.0238095238095238
"415"	"<{10749}>"	0.0476190476190476
"416"	"<{10750}>"	0.0595238095238095
"417"	"<{107517}>"	0.0238095238095238
"418"	"<{107581}>"	0.0416666666666667
"419"	"<{1076}>"	0.0535714285714286
"420"	"<{10766}>"	0.19047619047619
"421"	"<{107698}>"	0.0357142857142857
"422"	"<{10770}>"	0.0892857142857143
"423"	"<{107701}>"	0.0238095238095238
"424"	"<{107725}>"	0.0238095238095238
"425"	"<{107738}>"	0.0238095238095238
"426"	"<{107788}>"	0.0238095238095238
"427"	"<{107795}>"	0.0416666666666667
"428"	"<{10780}>"	0.0714285714285714
"429"	"<{107807}>"	0.0238095238095238
"430"	"<{10781}>"	0.0654761904761905
"431"	"<{107817}>"	0.0238095238095238
"432"	"<{107819}>"	0.0238095238095238
"433"	"<{10783}>"	0.0238095238095238
"434"	"<{107843}>"	0.0238095238095238
"435"	"<{107857}>"	0.0357142857142857
"436"	"<{107879}>"	0.0357142857142857
"437"	"<{10789}>"	0.0297619047619048
"438"	"<{1079}>"	0.0833333333333333
"439"	"<{107960}>"	0.0357142857142857
"440"	"<{10801}>"	0.0357142857142857
"441"	"<{108017}>"	0.0535714285714286
"442"	"<{10803}>"	0.0535714285714286
"443"	"<{10804}>"	0.0476190476190476
"444"	"<{108049}>"	0.0297619047619048
"445"	"<{108068}>"	0.0238095238095238
"446"	"<{108090}>"	0.0238095238095238
"447"	"<{10810}>"	0.107142857142857
"448"	"<{108121}>"	0.0297619047619048
"449"	"<{10813}>"	0.0476190476190476
"450"	"<{10814}>"	0.148809523809524
"451"	"<{10815}>"	0.0416666666666667
"452"	"<{10818}>"	0.0595238095238095
"453"	"<{108180}>"	0.0476190476190476
"454"	"<{10819}>"	0.154761904761905
"455"	"<{1082}>"	0.0595238095238095
"456"	"<{10822}>"	0.130952380952381
"457"	"<{108257}>"	0.0535714285714286
"458"	"<{10828}>"	0.0535714285714286
"459"	"<{108295}>"	0.0476190476190476
"460"	"<{10830}>"	0.0416666666666667
"461"	"<{108323}>"	0.0535714285714286
"462"	"<{10834}>"	0.166666666666667
"463"	"<{108368}>"	0.0238095238095238
"464"	"<{10837}>"	0.0654761904761905
"465"	"<{108377}>"	0.0535714285714286
"466"	"<{108387}>"	0.0535714285714286
"467"	"<{1084}>"	0.571428571428571
"468"	"<{10840}>"	0.380952380952381
"469"	"<{10845}>"	0.291666666666667
"470"	"<{10846}>"	0.130952380952381
"471"	"<{10847}>"	0.0773809523809524
"472"	"<{108470}>"	0.0297619047619048
"473"	"<{1085}>"	0.0595238095238095
"474"	"<{10850}>"	0.0238095238095238
"475"	"<{108524}>"	0.0416666666666667
"476"	"<{108535}>"	0.0416666666666667
"477"	"<{10854}>"	0.0238095238095238
"478"	"<{108555}>"	0.0238095238095238
"479"	"<{108577}>"	0.0357142857142857
"480"	"<{108587}>"	0.0238095238095238
"481"	"<{108604}>"	0.0357142857142857
"482"	"<{108625}>"	0.0238095238095238
"483"	"<{10866}>"	0.0714285714285714
"484"	"<{1087}>"	0.0238095238095238
"485"	"<{108730}>"	0.0238095238095238
"486"	"<{108736}>"	0.0238095238095238
"487"	"<{10877}>"	0.0238095238095238
"488"	"<{10878}>"	0.0833333333333333
"489"	"<{108780}>"	0.0357142857142857
"490"	"<{1088}>"	0.107142857142857
"491"	"<{10884}>"	0.0952380952380952
"492"	"<{108856}>"	0.0297619047619048
"493"	"<{108857}>"	0.0238095238095238
"494"	"<{108898}>"	0.0357142857142857
"495"	"<{10891}>"	0.0416666666666667
"496"	"<{108946}>"	0.0238095238095238
"497"	"<{108951}>"	0.0297619047619048
"498"	"<{108974}>"	0.0833333333333333
"499"	"<{108988}>"	0.0297619047619048
"500"	"<{1090}>"	0.0357142857142857
"501"	"<{109002}>"	0.0297619047619048
"502"	"<{10902}>"	0.136904761904762
"503"	"<{10903}>"	0.0297619047619048
"504"	"<{109048}>"	0.0476190476190476
"505"	"<{109070}>"	0.0238095238095238
"506"	"<{10909}>"	0.0654761904761905
"507"	"<{109115}>"	0.0238095238095238
"508"	"<{109189}>"	0.0238095238095238
"509"	"<{109221}>"	0.101190476190476
"510"	"<{10928}>"	0.0654761904761905
"511"	"<{1093}>"	0.0297619047619048
"512"	"<{10932}>"	0.0297619047619048
"513"	"<{10939}>"	0.0892857142857143
"514"	"<{109431}>"	0.0297619047619048
"515"	"<{109483}>"	0.0238095238095238
"516"	"<{1095}>"	0.0238095238095238
"517"	"<{109507}>"	0.0297619047619048
"518"	"<{109508}>"	0.0297619047619048
"519"	"<{10954}>"	0.0357142857142857
"520"	"<{10956}>"	0.0714285714285714
"521"	"<{10962}>"	0.0535714285714286
"522"	"<{109638}>"	0.0238095238095238
"523"	"<{109645}>"	0.0238095238095238
"524"	"<{109698}>"	0.0357142857142857
"525"	"<{109700}>"	0.0238095238095238
"526"	"<{10972}>"	0.297619047619048
"527"	"<{10974}>"	0.0773809523809524
"528"	"<{109745}>"	0.0238095238095238
"529"	"<{109761}>"	0.0238095238095238
"530"	"<{109788}>"	0.0238095238095238
"531"	"<{109792}>"	0.0297619047619048
"532"	"<{10986}>"	0.142857142857143
"533"	"<{10989}>"	0.0297619047619048
"534"	"<{109916}>"	0.0416666666666667
"535"	"<{10995}>"	0.0238095238095238
"536"	"<{109990}>"	0.0238095238095238
"537"	"<{109995}>"	0.0238095238095238
"538"	"<{1100}>"	0.297619047619048
"539"	"<{11003}>"	0.0238095238095238
"540"	"<{110038}>"	0.0297619047619048
"541"	"<{11005}>"	0.0476190476190476
"542"	"<{110062}>"	0.0238095238095238
"543"	"<{110079}>"	0.0238095238095238
"544"	"<{1101}>"	0.0416666666666667
"545"	"<{110108}>"	0.0833333333333333
"546"	"<{11013}>"	0.0773809523809524
"547"	"<{110165}>"	0.0297619047619048
"548"	"<{11017}>"	0.0238095238095238
"549"	"<{11019}>"	0.0357142857142857
"550"	"<{11020}>"	0.154761904761905
"551"	"<{11021}>"	0.136904761904762
"552"	"<{11022}>"	0.107142857142857
"553"	"<{110222}>"	0.0238095238095238
"554"	"<{11023}>"	0.0654761904761905
"555"	"<{110261}>"	0.0773809523809524
"556"	"<{110271}>"	0.0238095238095238
"557"	"<{110278}>"	0.0238095238095238
"558"	"<{11031}>"	0.0357142857142857
"559"	"<{11033}>"	0.0238095238095238
"560"	"<{11035}>"	0.0952380952380952
"561"	"<{1104}>"	0.0357142857142857
"562"	"<{11040}>"	0.0238095238095238
"563"	"<{110423}>"	0.0238095238095238
"564"	"<{110432}>"	0.0238095238095238
"565"	"<{110445}>"	0.0297619047619048
"566"	"<{11045}>"	0.0297619047619048
"567"	"<{11047}>"	0.380952380952381
"568"	"<{110496}>"	0.0297619047619048
"569"	"<{110529}>"	0.0357142857142857
"570"	"<{110546}>"	0.0416666666666667
"571"	"<{110572}>"	0.0654761904761905
"572"	"<{110589}>"	0.0238095238095238
"573"	"<{11059}>"	0.0238095238095238
"574"	"<{1106}>"	0.0297619047619048
"575"	"<{11062}>"	0.0238095238095238
"576"	"<{110670}>"	0.0535714285714286
"577"	"<{110673}>"	0.0238095238095238
"578"	"<{110708}>"	0.0476190476190476
"579"	"<{110729}>"	0.0357142857142857
"580"	"<{110786}>"	0.0297619047619048
"581"	"<{110808}>"	0.0238095238095238
"582"	"<{110813}>"	0.0297619047619048
"583"	"<{110837}>"	0.0238095238095238
"584"	"<{11085}>"	0.0238095238095238
"585"	"<{110851}>"	0.0297619047619048
"586"	"<{11092}>"	0.148809523809524
"587"	"<{110940}>"	0.0238095238095238
"588"	"<{110982}>"	0.0238095238095238
"589"	"<{111}>"	0.0595238095238095
"590"	"<{1110}>"	0.0416666666666667
"591"	"<{11100}>"	0.0476190476190476
"592"	"<{111073}>"	0.0238095238095238
"593"	"<{111082}>"	0.0238095238095238
"594"	"<{111088}>"	0.0297619047619048
"595"	"<{1111}>"	0.0357142857142857
"596"	"<{11110}>"	0.113095238095238
"597"	"<{111109}>"	0.0297619047619048
"598"	"<{11111}>"	0.0714285714285714
"599"	"<{111169}>"	0.0476190476190476
"600"	"<{11117}>"	0.0238095238095238
"601"	"<{111190}>"	0.0238095238095238
"602"	"<{111194}>"	0.0238095238095238
"603"	"<{1112}>"	0.196428571428571
"604"	"<{11120}>"	0.0416666666666667
"605"	"<{111214}>"	0.0357142857142857
"606"	"<{111215}>"	0.0238095238095238
"607"	"<{111216}>"	0.0297619047619048
"608"	"<{111218}>"	0.0297619047619048
"609"	"<{11122}>"	0.0297619047619048
"610"	"<{11123}>"	0.0357142857142857
"611"	"<{111237}>"	0.0357142857142857
"612"	"<{111276}>"	0.0238095238095238
"613"	"<{1113}>"	0.107142857142857
"614"	"<{11134}>"	0.0476190476190476
"615"	"<{111365}>"	0.0833333333333333
"616"	"<{111374}>"	0.0297619047619048
"617"	"<{11140}>"	0.0357142857142857
"618"	"<{111427}>"	0.0238095238095238
"619"	"<{111464}>"	0.0297619047619048
"620"	"<{11148}>"	0.0357142857142857
"621"	"<{11150}>"	0.0476190476190476
"622"	"<{111501}>"	0.0297619047619048
"623"	"<{111509}>"	0.0357142857142857
"624"	"<{11151}>"	0.0476190476190476
"625"	"<{111558}>"	0.0238095238095238
"626"	"<{111565}>"	0.0476190476190476
"627"	"<{111573}>"	0.0238095238095238
"628"	"<{111576}>"	0.0238095238095238
"629"	"<{11159}>"	0.0833333333333333
"630"	"<{1116}>"	0.0476190476190476
"631"	"<{11161}>"	0.0357142857142857
"632"	"<{11162}>"	0.0297619047619048
"633"	"<{111627}>"	0.0952380952380952
"634"	"<{11163}>"	0.0595238095238095
"635"	"<{111646}>"	0.0297619047619048
"636"	"<{11166}>"	0.0357142857142857
"637"	"<{111665}>"	0.0238095238095238
"638"	"<{111668}>"	0.0416666666666667
